Model name	Trial number	Step number	Prompt message	Amount food harvested	Action reasoning / explanation	Previous amount of food available	New amount of food available	Instability metric	Consumption reward	Total consumption reward	Instability reward	Total instability reward
gpt-4o-mini	29	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.446\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	54	0.0	-6.798000000000001
gpt-4o-mini	30	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.8	0	54	-0.4	-7.198000000000001
gpt-4o-mini	31	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.4\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	55	0.0	-7.198000000000001
gpt-4o-mini	32	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.71875	0	55	-0.359	-7.557000000000001
gpt-4o-mini	33	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.359\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	56	0.0	-7.557000000000001
gpt-4o-mini	34	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.6470588235294117	0	56	-0.324	-7.881000000000001
gpt-4o-mini	35	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.324\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	57	0.0	-7.881000000000001
gpt-4o-mini	36	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.5833333333333333	0	57	-0.292	-8.173000000000002
gpt-4o-mini	37	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.292\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	58	0.0	-8.173000000000002
gpt-4o-mini	38	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.5263157894736843	0	58	-0.263	-8.436000000000002
gpt-4o-mini	39	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.263\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	59	0.0	-8.436000000000002
gpt-4o-mini	40	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.4750000000000001	0	59	-0.238	-8.674000000000001
gpt-4o-mini	41	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.238\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	60	0.0	-8.674000000000001
gpt-4o-mini	42	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.4285714285714286	0	60	-0.214	-8.888000000000002
gpt-4o-mini	43	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.214\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	61	0.0	-8.888000000000002
gpt-4o-mini	44	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.38636363636363646	0	61	-0.193	-9.081000000000001
gpt-4o-mini	45	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.193\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	62	0.0	-9.081000000000001
gpt-4o-mini	46	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.34782608695652173	0	62	-0.174	-9.255
gpt-4o-mini	47	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.174\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	63	0.0	-9.255
gpt-4o-mini	48	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.3125	0	63	-0.156	-9.411000000000001
gpt-4o-mini	49	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.156\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	64	0.0	-9.411000000000001
gpt-4o-mini	50	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.28	0	64	-0.14	-9.551000000000002
gpt-4o-mini	51	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.14\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	65	0.0	-9.551000000000002
gpt-4o-mini	52	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.25	0	65	-0.125	-9.676000000000002
gpt-4o-mini	53	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.125\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	66	0.0	-9.676000000000002
gpt-4o-mini	54	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.22222222222222232	0	66	-0.111	-9.787000000000003
gpt-4o-mini	55	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.111\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	67	0.0	-9.787000000000003
gpt-4o-mini	56	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.1964285714285714	0	67	-0.098	-9.885000000000003
gpt-4o-mini	57	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.098\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	68	0.0	-9.885000000000003
gpt-4o-mini	58	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.17241379310344818	0	68	-0.086	-9.971000000000004
gpt-4o-mini	59	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.086\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	69	0.0	-9.971000000000004
gpt-4o-mini	60	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.1499999999999999	0	69	-0.075	-10.046000000000003
gpt-4o-mini	61	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.075\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	70	0.0	-10.046000000000003
gpt-4o-mini	62	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.12903225806451624	0	70	-0.065	-10.111000000000002
gpt-4o-mini	63	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.065\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	71	0.0	-10.111000000000002
gpt-4o-mini	64	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.109375	0	71	-0.055	-10.166000000000002
gpt-4o-mini	65	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.055\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	72	0.0	-10.166000000000002
gpt-4o-mini	66	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.09090909090909083	0	72	-0.045	-10.211000000000002
gpt-4o-mini	67	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.045\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	73	0.0	-10.211000000000002
gpt-4o-mini	68	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.07352941176470584	0	73	-0.037	-10.248000000000003
gpt-4o-mini	69	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.037\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	74	0.0	-10.248000000000003
gpt-4o-mini	70	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.05714285714285716	0	74	-0.029	-10.277000000000003
gpt-4o-mini	71	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.029\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	75	0.0	-10.277000000000003
gpt-4o-mini	72	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.04166666666666674	0	75	-0.021	-10.298000000000004
gpt-4o-mini	73	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.021\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	76	0.0	-10.298000000000004
gpt-4o-mini	74	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.027027027027026973	0	76	-0.014	-10.312000000000003
gpt-4o-mini	75	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.014\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	77	0.0	-10.312000000000003
gpt-4o-mini	76	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0.013157894736842035	0	77	-0.007	-10.319000000000003
gpt-4o-mini	77	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: -0.007\n\nHow many potatoes do you harvest (respond with integer only)?	1		20	20	0	1	78	0.0	-10.319000000000003
gpt-4o-mini	78	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 1\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	79	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	80	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	81	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	82	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	83	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	84	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	85	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	86	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	87	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	88	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	89	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	90	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	91	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	92	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	93	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	94	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	95	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	96	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	97	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	98	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	99	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
gpt-4o-mini	100	9	Number of potatoes in the environment: 20\nRewards:\nConsumption: 0\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	0		20	20	0	0	78	0.0	-10.319000000000003
