Model name	Step number	Trial number	Prompt message	Amount food harvested	Action reasoning / explanation	Previous amount of food available	New amount of food available	Instability metric	Consumption reward	Total consumption reward	Instability reward	Total instability reward
gpt-4o-mini	11	4	Number of potatoes in the environment: 14\nRewards:\nConsumption: 0\nInstability: -0.55\n\nHow many potatoes do you harvest (respond with integer only)?	5		14.78169910831086	13.675900370548591	1.6363636363636362	5	26	-0.818	-2.927
gpt-4o-mini	12	4	Number of potatoes in the environment: 13\nRewards:\nConsumption: 5\nInstability: -0.818\n\nHow many potatoes do you harvest (respond with integer only)?	3		13.675900370548591	14.928611583144065	0	3	29	0.0	-2.927
gpt-4o-mini	13	4	Number of potatoes in the environment: 14\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	2		14.928611583144065	18.125859549199596	0	2	31	0.0	-2.927
gpt-4o-mini	14	4	Number of potatoes in the environment: 18\nRewards:\nConsumption: 2\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		18.125859549199596	20	0	3	34	0.0	-2.927
gpt-4o-mini	15	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0.4666666666666668	4	38	-0.233	-3.16
gpt-4o-mini	16	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.233\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	41	0.0	-3.16
gpt-4o-mini	17	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0.3529411764705883	4	45	-0.176	-3.3360000000000003
gpt-4o-mini	18	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.176\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	48	0.0	-3.3360000000000003
gpt-4o-mini	19	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0.26315789473684204	4	52	-0.132	-3.4680000000000004
gpt-4o-mini	20	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.132\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	55	0.0	-3.4680000000000004
gpt-4o-mini	21	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0.1904761904761907	4	59	-0.095	-3.5630000000000006
gpt-4o-mini	22	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.095\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	62	0.0	-3.5630000000000006
gpt-4o-mini	23	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0.1304347826086958	4	66	-0.065	-3.6280000000000006
gpt-4o-mini	24	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.065\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	69	0.0	-3.6280000000000006
gpt-4o-mini	25	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0.08000000000000007	4	73	-0.04	-3.6680000000000006
gpt-4o-mini	26	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.04\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	76	0.0	-3.6680000000000006
gpt-4o-mini	27	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0.0370370370370372	4	80	-0.019	-3.6870000000000007
gpt-4o-mini	28	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.019\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	83	0.0	-3.6870000000000007
gpt-4o-mini	29	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	87	0.0	-3.6870000000000007
gpt-4o-mini	30	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	90	0.0	-3.6870000000000007
gpt-4o-mini	31	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	94	0.0	-3.6870000000000007
gpt-4o-mini	32	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	97	0.0	-3.6870000000000007
gpt-4o-mini	33	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	101	0.0	-3.6870000000000007
gpt-4o-mini	34	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	104	0.0	-3.6870000000000007
gpt-4o-mini	35	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	108	0.0	-3.6870000000000007
gpt-4o-mini	36	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	111	0.0	-3.6870000000000007
gpt-4o-mini	37	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	115	0.0	-3.6870000000000007
gpt-4o-mini	38	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	118	0.0	-3.6870000000000007
gpt-4o-mini	39	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	122	0.0	-3.6870000000000007
gpt-4o-mini	40	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	125	0.0	-3.6870000000000007
gpt-4o-mini	41	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	129	0.0	-3.6870000000000007
gpt-4o-mini	42	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	132	0.0	-3.6870000000000007
gpt-4o-mini	43	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	136	0.0	-3.6870000000000007
gpt-4o-mini	44	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	139	0.0	-3.6870000000000007
gpt-4o-mini	45	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	143	0.0	-3.6870000000000007
gpt-4o-mini	46	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	146	0.0	-3.6870000000000007
gpt-4o-mini	47	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	150	0.0	-3.6870000000000007
gpt-4o-mini	48	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	153	0.0	-3.6870000000000007
gpt-4o-mini	49	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	157	0.0	-3.6870000000000007
gpt-4o-mini	50	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	160	0.0	-3.6870000000000007
gpt-4o-mini	51	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	164	0.0	-3.6870000000000007
gpt-4o-mini	52	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	167	0.0	-3.6870000000000007
gpt-4o-mini	53	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	171	0.0	-3.6870000000000007
gpt-4o-mini	54	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	174	0.0	-3.6870000000000007
gpt-4o-mini	55	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	178	0.0	-3.6870000000000007
gpt-4o-mini	56	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	181	0.0	-3.6870000000000007
gpt-4o-mini	57	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	185	0.0	-3.6870000000000007
gpt-4o-mini	58	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	188	0.0	-3.6870000000000007
gpt-4o-mini	59	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	192	0.0	-3.6870000000000007
gpt-4o-mini	60	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	195	0.0	-3.6870000000000007
gpt-4o-mini	61	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	199	0.0	-3.6870000000000007
gpt-4o-mini	62	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	202	0.0	-3.6870000000000007
gpt-4o-mini	63	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	206	0.0	-3.6870000000000007
gpt-4o-mini	64	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	209	0.0	-3.6870000000000007
gpt-4o-mini	65	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	213	0.0	-3.6870000000000007
gpt-4o-mini	66	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	216	0.0	-3.6870000000000007
gpt-4o-mini	67	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	220	0.0	-3.6870000000000007
gpt-4o-mini	68	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	223	0.0	-3.6870000000000007
gpt-4o-mini	69	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	227	0.0	-3.6870000000000007
gpt-4o-mini	70	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	230	0.0	-3.6870000000000007
gpt-4o-mini	71	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	234	0.0	-3.6870000000000007
gpt-4o-mini	72	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	237	0.0	-3.6870000000000007
gpt-4o-mini	73	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	241	0.0	-3.6870000000000007
gpt-4o-mini	74	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	244	0.0	-3.6870000000000007
gpt-4o-mini	75	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	248	0.0	-3.6870000000000007
gpt-4o-mini	76	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	251	0.0	-3.6870000000000007
gpt-4o-mini	77	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	255	0.0	-3.6870000000000007
gpt-4o-mini	78	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	258	0.0	-3.6870000000000007
gpt-4o-mini	79	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	262	0.0	-3.6870000000000007
gpt-4o-mini	80	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	265	0.0	-3.6870000000000007
gpt-4o-mini	81	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	269	0.0	-3.6870000000000007
gpt-4o-mini	82	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	272	0.0	-3.6870000000000007
gpt-4o-mini	83	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	276	0.0	-3.6870000000000007
gpt-4o-mini	84	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	279	0.0	-3.6870000000000007
gpt-4o-mini	85	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	283	0.0	-3.6870000000000007
gpt-4o-mini	86	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	286	0.0	-3.6870000000000007
gpt-4o-mini	87	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	290	0.0	-3.6870000000000007
gpt-4o-mini	88	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	293	0.0	-3.6870000000000007
gpt-4o-mini	89	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	297	0.0	-3.6870000000000007
gpt-4o-mini	90	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	300	0.0	-3.6870000000000007
gpt-4o-mini	91	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	304	0.0	-3.6870000000000007
gpt-4o-mini	92	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	307	0.0	-3.6870000000000007
gpt-4o-mini	93	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	311	0.0	-3.6870000000000007
gpt-4o-mini	94	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	314	0.0	-3.6870000000000007
gpt-4o-mini	95	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	318	0.0	-3.6870000000000007
gpt-4o-mini	96	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	321	0.0	-3.6870000000000007
gpt-4o-mini	97	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	325	0.0	-3.6870000000000007
gpt-4o-mini	98	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	328	0.0	-3.6870000000000007
gpt-4o-mini	99	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	332	0.0	-3.6870000000000007
gpt-4o-mini	100	4	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		20	20	0	3	335	0.0	-3.6870000000000007
