Model name	Trial number	Step number	Prompt message	Amount food harvested	Action reasoning / explanation	Previous amount of food available	New amount of food available	Instability metric	Consumption reward	Total consumption reward	Instability reward	Total instability reward
gpt-4o-mini	11	2	Number of potatoes in the environment: 8\nRewards:\nConsumption: 1\nInstability: -0.2\n\nHow many potatoes do you harvest (respond with integer only)?	0		8.099906887467856	11.348557001991399	1.1818181818181817	0	24	-0.591	-2.5999999999999996
gpt-4o-mini	12	2	Number of potatoes in the environment: 11\nRewards:\nConsumption: 0\nInstability: -0.591\n\nHow many potatoes do you harvest (respond with integer only)?	5		11.348557001991399	8.970616156009564	1.5833333333333335	5	29	-0.792	-3.3919999999999995
gpt-4o-mini	13	2	Number of potatoes in the environment: 8\nRewards:\nConsumption: 5\nInstability: -0.792\n\nHow many potatoes do you harvest (respond with integer only)?	2		8.970616156009564	9.809369291923915	0	2	31	0.0	-3.3919999999999995
gpt-4o-mini	14	2	Number of potatoes in the environment: 9\nRewards:\nConsumption: 2\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		9.809369291923915	9.59130179304854	0	3	34	0.0	-3.3919999999999995
gpt-4o-mini	15	2	Number of potatoes in the environment: 9\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	2		9.59130179304854	10.652826960351785	0	2	36	0.0	-3.3919999999999995
gpt-4o-mini	16	2	Number of potatoes in the environment: 10\nRewards:\nConsumption: 2\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		10.652826960351785	10.73677422154151	0	3	39	0.0	-3.3919999999999995
gpt-4o-mini	17	2	Number of potatoes in the environment: 10\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	2		10.73677422154151	12.225217925887156	0	2	41	0.0	-3.3919999999999995
gpt-4o-mini	18	2	Number of potatoes in the environment: 12\nRewards:\nConsumption: 2\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	3		12.225217925887156	12.901488808522975	0	3	44	0.0	-3.3919999999999995
gpt-4o-mini	19	2	Number of potatoes in the environment: 12\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		12.901488808522975	12.45290144544887	0.47368421052631593	4	48	-0.237	-3.6289999999999996
gpt-4o-mini	20	2	Number of potatoes in the environment: 12\nRewards:\nConsumption: 4\nInstability: -0.237\n\nHow many potatoes do you harvest (respond with integer only)?	3		12.45290144544887	13.21784154518592	0	3	51	0.0	-3.6289999999999996
gpt-4o-mini	21	2	Number of potatoes in the environment: 13\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		13.21784154518592	12.891251457451736	0.38095238095238093	4	55	-0.19	-3.8189999999999995
gpt-4o-mini	22	2	Number of potatoes in the environment: 12\nRewards:\nConsumption: 4\nInstability: -0.19\n\nHow many potatoes do you harvest (respond with integer only)?	3		12.891251457451736	13.828834007880706	0	3	58	0.0	-3.8189999999999995
gpt-4o-mini	23	2	Number of potatoes in the environment: 13\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		13.828834007880706	13.741681115695023	0.30434782608695654	4	62	-0.152	-3.9709999999999996
gpt-4o-mini	24	2	Number of potatoes in the environment: 13\nRewards:\nConsumption: 4\nInstability: -0.152\n\nHow many potatoes do you harvest (respond with integer only)?	3		13.741681115695023	15.021154381322427	0	3	65	0.0	-3.9709999999999996
gpt-4o-mini	25	2	Number of potatoes in the environment: 15\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		15.021154381322427	14.0103761222597	1.2000000000000002	5	70	-0.6	-4.571
gpt-4o-mini	26	2	Number of potatoes in the environment: 14\nRewards:\nConsumption: 5\nInstability: -0.6\n\nHow many potatoes do you harvest (respond with integer only)?	3		14.0103761222597	15.399700302103241	0	3	73	0.0	-4.571
gpt-4o-mini	27	2	Number of potatoes in the environment: 15\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		15.399700302103241	15.949692235217757	0.14814814814814836	4	77	-0.074	-4.645
gpt-4o-mini	28	2	Number of potatoes in the environment: 15\nRewards:\nConsumption: 4\nInstability: -0.074\n\nHow many potatoes do you harvest (respond with integer only)?	3		15.949692235217757	18.156038237329238	0	3	80	0.0	-4.645
gpt-4o-mini	29	2	Number of potatoes in the environment: 18\nRewards:\nConsumption: 3\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		18.156038237329238	18.451679386097506	1.0689655172413794	5	85	-0.534	-5.178999999999999
gpt-4o-mini	30	2	Number of potatoes in the environment: 18\nRewards:\nConsumption: 5\nInstability: -0.534\n\nHow many potatoes do you harvest (respond with integer only)?	4		18.451679386097506	20	0.033333333333333215	4	89	-0.017	-5.196
gpt-4o-mini	31	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: -0.017\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.967741935483871	5	94	-0.484	-5.68
gpt-4o-mini	32	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.484\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	98	0.0	-5.68
gpt-4o-mini	33	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.8787878787878789	5	103	-0.439	-6.119
gpt-4o-mini	34	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.439\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	107	0.0	-6.119
gpt-4o-mini	35	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.7999999999999998	5	112	-0.4	-6.519
gpt-4o-mini	36	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.4\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	116	0.0	-6.519
gpt-4o-mini	37	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.7297297297297298	5	121	-0.365	-6.884
gpt-4o-mini	38	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.365\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	125	0.0	-6.884
gpt-4o-mini	39	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.6666666666666665	5	130	-0.333	-7.2170000000000005
gpt-4o-mini	40	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.333\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	134	0.0	-7.2170000000000005
gpt-4o-mini	41	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.6097560975609757	5	139	-0.305	-7.522
gpt-4o-mini	42	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.305\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	143	0.0	-7.522
gpt-4o-mini	43	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.558139534883721	5	148	-0.279	-7.801
gpt-4o-mini	44	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.279\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	152	0.0	-7.801
gpt-4o-mini	45	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.5111111111111111	5	157	-0.256	-8.057
gpt-4o-mini	46	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.256\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	161	0.0	-8.057
gpt-4o-mini	47	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.46808510638297873	5	166	-0.234	-8.291
gpt-4o-mini	48	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.234\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	170	0.0	-8.291
gpt-4o-mini	49	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.4285714285714284	5	175	-0.214	-8.505
gpt-4o-mini	50	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.214\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	179	0.0	-8.505
gpt-4o-mini	51	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.392156862745098	5	184	-0.196	-8.701
gpt-4o-mini	52	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.196\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	188	0.0	-8.701
gpt-4o-mini	53	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.358490566037736	5	193	-0.179	-8.88
gpt-4o-mini	54	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.179\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	197	0.0	-8.88
gpt-4o-mini	55	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.32727272727272716	5	202	-0.164	-9.044
gpt-4o-mini	56	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.164\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	206	0.0	-9.044
gpt-4o-mini	57	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.29824561403508776	5	211	-0.149	-9.193
gpt-4o-mini	58	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.149\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	215	0.0	-9.193
gpt-4o-mini	59	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.27118644067796627	5	220	-0.136	-9.328999999999999
gpt-4o-mini	60	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.136\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	224	0.0	-9.328999999999999
gpt-4o-mini	61	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.24590163934426235	5	229	-0.123	-9.451999999999998
gpt-4o-mini	62	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.123\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	233	0.0	-9.451999999999998
gpt-4o-mini	63	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.22222222222222232	5	238	-0.111	-9.562999999999999
gpt-4o-mini	64	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.111\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	242	0.0	-9.562999999999999
gpt-4o-mini	65	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.20000000000000018	5	247	-0.1	-9.662999999999998
gpt-4o-mini	66	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.1\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	251	0.0	-9.662999999999998
gpt-4o-mini	67	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.17910447761194037	5	256	-0.09	-9.752999999999998
gpt-4o-mini	68	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.09\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	260	0.0	-9.752999999999998
gpt-4o-mini	69	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.15942028985507228	5	265	-0.08	-9.832999999999998
gpt-4o-mini	70	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.08\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	269	0.0	-9.832999999999998
gpt-4o-mini	71	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.14084507042253502	5	274	-0.07	-9.902999999999999
gpt-4o-mini	72	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.07\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	278	0.0	-9.902999999999999
gpt-4o-mini	73	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.12328767123287676	5	283	-0.062	-9.964999999999998
gpt-4o-mini	74	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.062\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	287	0.0	-9.964999999999998
gpt-4o-mini	75	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.10666666666666647	5	292	-0.053	-10.017999999999999
gpt-4o-mini	76	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.053\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	296	0.0	-10.017999999999999
gpt-4o-mini	77	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.09090909090909083	5	301	-0.045	-10.062999999999999
gpt-4o-mini	78	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.045\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	305	0.0	-10.062999999999999
gpt-4o-mini	79	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.07594936708860756	5	310	-0.038	-10.100999999999999
gpt-4o-mini	80	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.038\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	314	0.0	-10.100999999999999
gpt-4o-mini	81	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.061728395061728225	5	319	-0.031	-10.132
gpt-4o-mini	82	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.031\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	323	0.0	-10.132
gpt-4o-mini	83	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.048192771084337505	5	328	-0.024	-10.155999999999999
gpt-4o-mini	84	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.024\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	332	0.0	-10.155999999999999
gpt-4o-mini	85	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.0352941176470587	5	337	-0.018	-10.174
gpt-4o-mini	86	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.018\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	341	0.0	-10.174
gpt-4o-mini	87	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.02298850574712663	5	346	-0.011	-10.184999999999999
gpt-4o-mini	88	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.011\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	350	0.0	-10.184999999999999
gpt-4o-mini	89	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0.01123595505617958	5	355	-0.006	-10.190999999999999
gpt-4o-mini	90	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: -0.006\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	359	0.0	-10.190999999999999
gpt-4o-mini	91	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0	5	364	0.0	-10.190999999999999
gpt-4o-mini	92	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	368	0.0	-10.190999999999999
gpt-4o-mini	93	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0	5	373	0.0	-10.190999999999999
gpt-4o-mini	94	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	377	0.0	-10.190999999999999
gpt-4o-mini	95	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0	5	382	0.0	-10.190999999999999
gpt-4o-mini	96	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	386	0.0	-10.190999999999999
gpt-4o-mini	97	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0	5	391	0.0	-10.190999999999999
gpt-4o-mini	98	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	395	0.0	-10.190999999999999
gpt-4o-mini	99	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 4\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	5		20	20	0	5	400	0.0	-10.190999999999999
gpt-4o-mini	100	2	Number of potatoes in the environment: 20\nRewards:\nConsumption: 5\nInstability: 0.0\n\nHow many potatoes do you harvest (respond with integer only)?	4		20	20	0	4	404	0.0	-10.190999999999999
